actiontype,actiondate,treeid,supervisordistrict,addressno,altdescription,legalstatus,ownername,siteorder,locsite,sitetype,planttype,scientificname,commonname,treephoto,x,y,lat,long,point,:@computed_region_jwn9_ihcz,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md
Posted 15 Day,2018-03-02T00:00:00.000,123151,1,506,10th Ave  :  Anza St  -  Balboa St,DPW Maintained,Private,3,"Sidewalk, Property side",Yard,Tree,Prunus cerasifera,Cherry Plum,{'url': 'http://bsm.sfdpw.org/treephotos/123151/mobilePic1520022754174.jpg'},5992855.02904,2111985.99608,37.77796817404924,-122.46835943556052,"{'type': 'Point', 'coordinates': [-122.468, 37.778]}",5,5,8,4,11
Posted 30 Day,2019-10-03T00:00:00.000,198159,10,35,Division St  :  Townsend St  -  Vermont St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Tristaniopsis laurina,Swamp Myrtle,{'url': 'http://bsm.sfdpw.org/treephotos/198159/mobilePic1570127384255.jpg'},6011177.4649,2108314.06489,37.76973199960461,-122.40469079340986,"{'type': 'Point', 'coordinates': [-122.405, 37.7697]}",33,33,1,9,20
Posted 24hr,2024-10-18T00:00:00.000,30473,3,274,Chestnut St  :  Kearny St  -  Grant Ave,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Pittosporum undulatum,Victorian Box,{'url': 'http://bsm.sfdpw.org/treephotos/30473/mobilePic1729279669255.jpg'},6010471.2287,2121008.6623,37.804464035407555,-122.4075496286656,"{'type': 'Point', 'coordinates': [-122.408, 37.8045]}",18,18,6,3,23
Posted 15 Day,2017-12-15T00:00:00.000,42685,2,2335,Larkin St  :  Union St  -  Filbert St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Paved Over,Paved Over,{'url': 'http://bsm.sfdpw.org/treephotos/42685/mobilePic1513363464196.jpg'},6006717.2254,2119230.45195,37.79943673300294,-122.42078571833773,"{'type': 'Point', 'coordinates': [-122.421, 37.7994]}",107,107,4,6,32
Posted 24hr,2024-02-07T00:00:00.000,112696,3,100,North Point St  :  Grant Ave  -  Stockton St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem',{'url': 'http://bsm.sfdpw.org/treephotos/112696/mobilePic1707325939149.jpg'},6010197.93258,2122016.89458,37.80706307094642,-122.40969744616996,"{'type': 'Point', 'coordinates': [-122.41, 37.8071]}",99,99,6,3,23
Posted 30 Day,2018-02-12T00:00:00.000,238741,9,796,Shotwell St  :  21st St  -  22nd St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Platanus x hispanica,"Sycamore, London Plane",{'url': 'http://bsm.sfdpw.org/treephotos/238741/mobilePic1518467946822.jpg'},6007928.14422,2103344.56514,37.75643324479728,-122.4155497353348,"{'type': 'Point', 'coordinates': [-122.416, 37.7564]}",53,53,3,2,20
Posted 30 Day,2020-04-30T00:00:00.000,978,11,1601,Alemany Blvd  :  Santa Rosa Ave  -  Harrington St,DPW Maintained,DPW,1,"Sidewalk, Curb side",Cutout,Abandoned,Planting site,Planting Site,{'url': 'http://bsm.sfdpw.org/treephotos/978/mobilePic1612384869253.jpg'},6001786.79947,2092741.59351,37.72637977527143,-122.43609884421622,"{'type': 'Point', 'coordinates': [-122.436, 37.7264]}",94,94,9,1,28
Posted 15 Day,2019-09-18T00:00:00.000,234129,8,30,Cumberland St  :  Guerrero St  -  Dolores St,Permitted Site,Private,1,"Sidewalk, Curb side",Cutout,Tree,Planting site (plant),Planting Site (plant),{'url': 'http://bsm.sfdpw.org/treephotos/234129/mobilePic1625685843281.jpg'},6005403.94341,2104612.96948,37.75909680437826,-122.42472818303706,"{'type': 'Point', 'coordinates': [-122.425, 37.7591]}",37,37,3,5,20
Posted 15 Day,2018-07-06T00:00:00.000,190951,10,50,Southern Heights Ave  :  Carolina St  -  De Haro St,DPW Maintained,Private,2,"Sidewalk, Curb side",Yard,Tree,Cupaniopsis anacardioides,Carrotwood,{'url': 'http://bsm.sfdpw.org/treephotos/190951/mobilePic1530917235744.jpg'},6012249.68745,2104070.76225,37.75787549734245,-122.40040447469579,"{'type': 'Point', 'coordinates': [-122.4, 37.7579]}",54,54,2,9,26
Posted 24hr,2022-08-19T00:00:00.000,136376,2,2880,Vallejo St  :  Broderick St  -  Baker St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Schinus molle,California Pepper,{'url': 'http://bsm.sfdpw.org/treephotos/136376/mobilePic1660941144051.jpg'},5999781.6675,2117438.62155,37.79406779486314,-122.44420977348665,"{'type': 'Point', 'coordinates': [-122.444, 37.7941]}",102,102,4,6,30
Posted 15 Day,2019-05-31T00:00:00.000,211225,7,2270,09th Ave  :  Unnamed 031  -  09th Ave,DPW Maintained,DPW,2,Median,Cutout,Empty,Planting site,Planting Site,{'url': 'http://bsm.sfdpw.org/treephotos/211225/mobilePic1559339556304.jpg'},5993181.98406,2100575.01172,37.74741020842336,-122.46615188221148,"{'type': 'Point', 'coordinates': [-122.466, 37.7474]}",45,45,10,8,41
Posted 15 Day,2018-01-30T00:00:00.000,244932,5,276,Page St  :  Octavia St  -  Laguna St,DPW Maintained,Private,1,"Sidewalk, Curb side",Pot,Abandoned,Stump,Stump,{'url': 'http://bsm.sfdpw.org/treephotos/244932/mobilePic1517347426813.jpg'},6005259.2596,2109945.2207,37.773777723504004,-122.42482363713685,"{'type': 'Point', 'coordinates': [-122.425, 37.7738]}",26,26,4,11,9
Posted 30 Day,2019-10-17T00:00:00.000,127836,3,1287,Green St  :  Eastman St  -  Larkin St,DPW Maintained,Private,5,"Sidewalk, Curb side",Cutout,Tree,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem',{'url': 'http://bsm.sfdpw.org/treephotos/127836/mobilePic1571339915370.jpg'},6006920.76126,2118741.94877,37.798095259533376,-122.4201991018848,"{'type': 'Point', 'coordinates': [-122.42, 37.7981]}",107,107,6,3,32
Posted 30 Day,2021-10-20T00:00:00.000,266582,8,1317,Bosworth St  :  O'Shaughnessy Blvd  -  End: 1291-1399 Block,Significant Tree,DPW,2,Back Yard,Yard,Tree,Eucalyptus globulus,Blue Gum,{'url': 'http://bsm.sfdpw.org/treephotos/266582/mobilePic1634760764083.jpg'},6000208,2096491,37.736427714392335,-122.44176844529784,"{'type': 'Point', 'coordinates': [-122.442, 37.7364]}",96,96,9,5,10
Posted 30 Day,2020-06-11T00:00:00.000,6658,10,1550,Evans Ave  :  Newhall St  -  03rd St,DPW Maintained,DPW,6,"Sidewalk, Curb side",Cutout,Tree,Platanus racemosa,California Sycamore,{'url': 'http://bsm.sfdpw.org/treephotos/6658/mobilePic1591905972977.jpg'},6016095.55691,2098268.17698,37.74239610883806,-122.38717757343699,"{'type': 'Point', 'coordinates': [-122.387, 37.7424]}",76,76,2,9,1
Posted 15 Day,2019-05-31T00:00:00.000,62975,3,1835,Leavenworth St  :  Vallejo St  -  Green St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Planting site (plant),Planting Site (plant),{'url': 'http://bsm.sfdpw.org/treephotos/62975/mobilePic1586202873631.jpg'},6007764.71108,2118683.01154,37.79800677265383,-122.41712393187686,"{'type': 'Point', 'coordinates': [-122.417, 37.798]}",107,107,6,3,21
Posted 24hr,2023-05-22T00:00:00.000,236072,8,64,Belcher St  :  Duboce Ave  -  14th St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Pittosporum undulatum,Victorian Box,{'url': 'http://bsm.sfdpw.org/treephotos/236072/mobilePic1684786172353.jpg'},6003780.28931,2107987.26427,37.768527177386495,-122.43016440665652,"{'type': 'Point', 'coordinates': [-122.43, 37.7685]}",28,28,7,5,5
Posted 30 Day,2018-01-12T00:00:00.000,166227,9,3200,23rd St  :  South Van Ness Ave  -  Capp St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Ficus microcarpa,Chinese Banyan,{'url': 'http://bsm.sfdpw.org/treephotos/166227/mobilePic1608318755165.jpg'},6007587.23887,2102689.09416,37.75393489880504,-122.41695969531928,"{'type': 'Point', 'coordinates': [-122.417, 37.7539]}",53,53,3,2,20
Posted 24hr,2024-07-16T00:00:00.000,211199,7,700,Junipero Serra Blvd  :  Lyndhurst Dr  -  Wyton Ln,DPW Maintained,Private,113,Median,Yard,Tree,Pinus radiata,Monterey Pine,{'url': 'http://bsm.sfdpw.org/treephotos/211199/mobilePic1721166691103.jpg'},5991225.72765,2091869.87768,37.72390187919823,-122.47252031967552,"{'type': 'Point', 'coordinates': [-122.473, 37.7239]}",41,41,10,8,41
Posted 24hr,2019-10-22T00:00:00.000,153172,10,2323,Cesar Chavez St  :  Evans Ave  -  Kansas St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Potential,Potential Site,Potential Site,{'url': 'http://bsm.sfdpw.org/treephotos/153172/mobilePic1576188240612.jpg'},6012204,2100897,37.74954066124101,-122.39967352964278,"{'type': 'Point', 'coordinates': [-122.4, 37.7495]}",85,85,2,9,1
Posted 30 Day,2017-08-15T00:00:00.000,209525,7,1975,08th Ave  :  Linares Ave  -  Pacheco St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Paved Over,Paved Over,{'url': 'http://bsm.sfdpw.org/treephotos/209525/mobilePic1502832342323.jpg'},5993787.23171,2102090.81527,37.75152830434608,-122.4643069773599,"{'type': 'Point', 'coordinates': [-122.464, 37.7515]}",45,45,10,8,14
Posted 24hr,2024-04-10T00:00:00.000,211236,7,50,Santa Rita Ave  :  Mesa Ave - San Marcos Ave,DPW Maintained,DPW,10,Median,Cutout,Tree,Pinus radiata,Monterey Pine,{'url': 'http://bsm.sfdpw.org/treephotos/211236/mobilePic1712780383192.jpg'},5993665.94567,2100370.25602,37.74730043185914,-122.4645018896085,"{'type': 'Point', 'coordinates': [-122.465, 37.7473]}",45,45,10,8,41
Posted 15 Day,2019-07-26T00:00:00.000,138778,5,2250,Sutter St  :  Pierce St  -  Scott St,DPW Maintained,Private,10,"Sidewalk, Curb side",Cutout,Tree,Acacia baileyana,Bailey's Acacia,{'url': 'http://bsm.sfdpw.org/treephotos/138778/mobilePic1713386577127.jpg'},6001713.8653,2114306.3395,37.78556355199888,-122.4373818410002,"{'type': 'Point', 'coordinates': [-122.437, 37.7856]}",103,103,4,11,15
Posted 15 Day,2019-04-19T00:00:00.000,258221,9,6,Porter St  :  Crescent Ave  -  Benton Ave,Undocumented,Private,1,"Sidewalk, Curb side",Cutout,Tree,Cupaniopsis anacardioides,Carrotwood,{'url': 'http://bsm.sfdpw.org/treephotos/258221/mobilePic1555703522391.jpg'},6006999,2095654,37.73446811232526,-122.4181451136197,"{'type': 'Point', 'coordinates': [-122.418, 37.7345]}",61,61,9,2,2
Posted 30 Day,2018-05-15T00:00:00.000,176152,7,900,Brotherhood Way  :  Church Access Rd  -  Lake Merced Blvd,DPW Maintained,Private,2,Median,Cutout,Tree,Pinus radiata,Monterey Pine,{'url': 'http://bsm.sfdpw.org/treephotos/176152/mobilePic1526422011141.jpg'},5987747.4162,2088772.85017,37.71468598189884,-122.48276404406597,"{'type': 'Point', 'coordinates': [-122.483, 37.7147]}",42,42,10,8,16
Posted 15 Day,2018-09-07T00:00:00.000,123246,1,720,08th Ave  :  Cabrillo St  -  Fulton St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Lophostemon confertus,Brisbane Box,{'url': 'http://bsm.sfdpw.org/treephotos/123246/mobilePic1536353100061.jpg'},5993519.21179,2110536.00028,37.77433480365561,-122.46595093744727,"{'type': 'Point', 'coordinates': [-122.466, 37.7743]}",5,5,8,4,11
Posted 15 Day,2018-10-23T00:00:00.000,209246,8,122,Chilton Ave  :  Bosworth St  -  End: 100-199 Block,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Maytenus boaria,Mayten,,6001612.99048,2095459.00516,37.73344845749339,-122.43685870262334,"{'type': 'Point', 'coordinates': [-122.437, 37.7334]}",96,96,9,5,41
Posted 15 Day,2018-07-10T00:00:00.000,236766,8,145,Miguel St  :  Bemis St  -  Laidley St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Prunus cerasifera,Cherry Plum,{'url': 'http://bsm.sfdpw.org/treephotos/236766/mobilePic1531256284899.jpg'},6004104.62974,2096878.52156,37.738010541211956,-122.42853146499611,"{'type': 'Point', 'coordinates': [-122.429, 37.738]}",59,59,9,5,10
Posted 15 Day,2018-08-24T00:00:00.000,188719,6,614,Minna St  :  07th St  -  Julia St,DPW Maintained,Private,3,"Sidewalk, Curb side",Cutout,Tree,Acacia melanoxylon,Blackwood Acacia,{'url': 'http://bsm.sfdpw.org/treephotos/188719/mobilePic1535135605214.jpg'},6009521.72099,2111625.38367,37.7782022468013,-122.41113586489175,"{'type': 'Point', 'coordinates': [-122.411, 37.7782]}",32,32,1,10,34
Posted 24hr,2023-08-28T00:00:00.000,271864,3,100,Beach St  :  Stockton St  -  Powell St,Significant Tree,Private,3,"Sidewalk, Curb side",Cutout,Tree,Sequoia sempervirens,Coast Redwood,{'url': 'http://bsm.sfdpw.org/treephotos/271864/mobilePic1693255664516.jpg'},6009462,2122367,37.80779130261879,-122.41150730496022,"{'type': 'Point', 'coordinates': [-122.412, 37.8078]}",99,99,6,3,23
Posted 15 Day,2017-10-27T00:00:00.000,187735,10,299,Cashmere St  :  Hillview Ct  -  Whitney Young Cir,DPW Maintained,DPW,23,Median,Yard,Tree,Acacia melanoxylon,Blackwood Acacia,{'url': 'http://bsm.sfdpw.org/treephotos/187735/mobilePic1509142571830.jpg'},6016637.03713,2096003.63788,37.73628698765026,-122.38524750375345,"{'type': 'Point', 'coordinates': [-122.385, 37.7363]}",86,86,2,9,1
Posted 30 Day,2019-10-30T00:00:00.000,217449,11,1038,Plymouth Ave  :  Grafton Ave  -  Holloway Ave,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Empty,Planting site (plant),Planting Site (plant),{'url': 'http://bsm.sfdpw.org/treephotos/217449/mobilePic1658960896164.jpg'},5995950.20494,2090812.46657,37.72093956541081,-122.45613748853162,"{'type': 'Point', 'coordinates': [-122.456, 37.7209]}",64,64,10,1,24
Posted 15 Day,2018-08-16T00:00:00.000,239715,8,875,Duncan St  :  Douglass St  -  Diamond Heights Blvd,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Schinus terebinthifolius,Brazilian Pepper,{'url': 'http://bsm.sfdpw.org/treephotos/239715/mobilePic1534450479124.jpg'},6000941.552,2099644.41912,37.74536185646475,-122.43901091891277,"{'type': 'Point', 'coordinates': [-122.439, 37.7454]}",57,57,3,5,22
Posted 15 Day,2022-10-20T00:00:00.000,269335,7,2,Miraloma Dr  :  Portola Dr  -  Marne Ave,DPW Maintained,DPW,6,Side Yard,Yard,Potential,Planting site (plant),Planting Site (plant),{'url': 'http://bsm.sfdpw.org/treephotos/269335/mobilePic1666295843343.jpg'},5994995,2097925,37.74028156648047,-122.45892811484953,"{'type': 'Point', 'coordinates': [-122.459, 37.7403]}",117,117,9,8,41
Posted 15 Day,2024-02-16T00:00:00.000,124923,2,125,Maple St  :  Jackson St  -  Washington St,DPW Maintained,Private,12,"Sidewalk, Curb side",Yard,Tree,Acacia melanoxylon,Blackwood Acacia,{'url': 'http://bsm.sfdpw.org/treephotos/124923-294056.jpg'},5996551,2115853,37.78932900886505,-122.45568418428563,"{'type': 'Point', 'coordinates': [-122.456, 37.7893]}",10,10,8,6,31
Posted 24hr,2023-05-19T00:00:00.000,141200,5,1801,Ellis St  :  Pierce St  -  Scott St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Eucalyptus sideroxylon,Red Ironbark,{'url': 'http://bsm.sfdpw.org/treephotos/141200-284334.jpg'},6002183.0052,2112931.382,37.78183369092794,-122.43663008743148,"{'type': 'Point', 'coordinates': [-122.437, 37.7818]}",97,97,4,11,39
Posted 30 Day,2020-02-25T00:00:00.000,261565,10,1801,26th St  :  Connecticut St  -  Wisconsin St,DPW Maintained,DPW,2,"Sidewalk, Property side",Yard,Tree,Pinus pinea,Italian Stone Pine,{'url': 'http://bsm.sfdpw.org/treephotos/261565/mobilePic1582670316587.jpg'},6013146,2101521,37.75111667145513,-122.39737419244213,"{'type': 'Point', 'coordinates': [-122.397, 37.7511]}",54,54,2,9,1
Posted 15 Day,2018-05-18T00:00:00.000,188522,10,65,Whitney Young Cir  :  Newcomb Ave  -  Progress St,DPW Maintained,Private,12,"Sidewalk, Curb side",Cutout,Tree,Acacia baileyana,Bailey's Acacia,{'url': 'http://bsm.sfdpw.org/treephotos/188522/mobilePic1526680425477.jpg'},6016938.13191,2094902.83291,37.733264879488765,-122.3840136692577,"{'type': 'Point', 'coordinates': [-122.384, 37.7333]}",86,86,2,9,1
Posted 15 Day,2018-09-19T00:00:00.000,128585,3,201,Washington St  :  Davis St  -  Battery St,DPW Maintained,Private,16,"Sidewalk, Curb side",Cutout,Tree,Planting site (plant),Planting Site (plant),{'url': 'http://bsm.sfdpw.org/treephotos/128585/mobilePic1701027691815.jpg'},6013200.30009,2117895.49688,37.79603052992344,-122.3993188041904,"{'type': 'Point', 'coordinates': [-122.399, 37.796]}",108,108,6,3,8
Posted 15 Day,2018-02-22T00:00:00.000,210536,5,1482,06th Ave  :  Judah St  -  Kirkham St,Undocumented,Private,1,"Sidewalk, Curb side",Cutout,Tree,Myoporum laetum,Myoporum,{'url': 'http://bsm.sfdpw.org/treephotos/210536/mobilePic1639676545338.jpg'},5994312.93494,2105441.26855,37.76138399846232,-122.46290695644012,"{'type': 'Point', 'coordinates': [-122.463, 37.7614]}",109,109,7,11,14
Posted 24hr,2024-07-11T00:00:00.000,90355,1,745,Balboa St  :  08th Ave  -  09th Ave,DPW Maintained,DPW,1,"Sidewalk, Curb side",Cutout,Tree,Tristaniopsis laurina 'Elegant',Small-leaf Tristania 'Elegant',{'url': 'http://bsm.sfdpw.org/treephotos/90355/mobilePic1720731365003.jpg'},5993230.15342,2111367.69142,37.77711214178586,-122.46668704050207,"{'type': 'Point', 'coordinates': [-122.467, 37.7771]}",5,5,8,4,11
Posted 30 Day,2020-11-20T00:00:00.000,60384,10,1400,Palou Ave  :  Keith St  -  Lane St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Olea europaea 'Fruitless',Fruitless Olive,{'url': 'http://bsm.sfdpw.org/treephotos/60384/mobilePic1656093252586.jpg'},6015915.704,2094515.2497,37.732388172792476,-122.38810078392703,"{'type': 'Point', 'coordinates': [-122.388, 37.7324]}",86,86,2,9,1
Posted 15 Day,2024-07-09T00:00:00.000,155157,5,177,Belgrave Ave  :  Shrader St  -  Stanyan St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Potential,Potential Site,Potential Site,{'url': 'http://bsm.sfdpw.org/treephotos/155157/mobilePic1720552632460.jpg'},5997700.26019,2104871.94212,37.75954160195854,-122.4503840241551,"{'type': 'Point', 'coordinates': [-122.45, 37.7595]}",114,114,7,11,14
Posted 15 Day,2018-05-16T00:00:00.000,227229,9,3181,22nd St  :  Capp St  -  Mission St,DPW Maintained,Private,3,"Sidewalk, Curb side",Cutout,Empty,Planting site (plant),Planting Site (plant),{'url': 'http://bsm.sfdpw.org/treephotos/227229/mobilePic1700070579663.jpg'},6007106.48426,2103203.24866,37.7554697049916,-122.418203283653,"{'type': 'Point', 'coordinates': [-122.418, 37.7555]}",53,53,3,2,20
Posted 15 Day,2018-03-06T00:00:00.000,47923,5,500,Lyon St  :  Grove St  -  Fulton St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Prunus cerasifera,Cherry Plum,{'url': 'http://bsm.sfdpw.org/treephotos/47923/mobilePic1582660023871.jpg'},6000168.8764,2110672.029,37.77576076889108,-122.44303894907814,"{'type': 'Point', 'coordinates': [-122.443, 37.7758]}",24,24,7,11,18
Posted 30 Day,2019-09-13T00:00:00.000,247903,9,582,Esmeralda Ave  :  Peralta Ave  -  Peralta Ave,DPW Maintained,Private,1,Side Yard,Yard,Tree,Cupressus macrocarpa,Monterey Cypress,{'url': 'http://bsm.sfdpw.org/treephotos/247903/mobilePic1568399847119.jpg'},6009830.823,2098729.70619,37.74327382090315,-122.40897078701848,"{'type': 'Point', 'coordinates': [-122.409, 37.7433]}",60,60,9,2,2
Posted 24hr,2024-04-30T00:00:00.000,261202,9,699,Benton Ave  :  Bache St  -  Andover St,DPW Maintained,Private,3,"Sidewalk, Curb side",Cutout,Tree,Callistemon viminalis,Weeping Bottlebrush,{'url': 'http://bsm.sfdpw.org/treephotos/261202/mobilePic1714516673202.jpg'},6007339,2095419,37.73391127317713,-122.41724299352371,"{'type': 'Point', 'coordinates': [-122.417, 37.7339]}",61,61,9,2,2
Posted 24hr,2023-03-28T00:00:00.000,128394,3,316,Sutter St  :  Grant Ave  -  Stockton St,DPW Maintained,Private,2,"Sidewalk, Curb side",Pot,Tree,Paved Over,Paved Over,{'url': 'http://bsm.sfdpw.org/treephotos/128394/mobilePic1680032442786.jpg'},6010873.79836,2115587.46931,37.7895326285806,-122.40617783124284,"{'type': 'Point', 'coordinates': [-122.406, 37.7895]}",19,19,6,3,8
Posted 15 Day,2018-01-04T00:00:00.000,102135,6,400,Beale St  :  Harrison St  -  Bryant St,DPW Maintained,Private,4,"Sidewalk, Curb side",Cutout,Tree,Lophostemon confertus,Brisbane Box,{'url': 'http://bsm.sfdpw.org/treephotos/102135/mobilePic1591816467748.jpg'},6015297.50373,2114564.35367,37.78683947089759,-122.3904081430396,"{'type': 'Point', 'coordinates': [-122.39, 37.7868]}",30,30,1,10,8
Posted 24hr,2023-07-13T00:00:00.000,271623,7,20,Ravenwood Dr  :  Yerba Buena Ave  -  Fernwood Dr,Significant Tree,Private,3,"Sidewalk, Property side",Yard,Tree,,To Be Determine,{'url': 'http://bsm.sfdpw.org/treephotos/271623/mobilePic1689276531903.jpg'},5994719.75357,2096060.00591,37.734984253354796,-122.46101675350843,"{'type': 'Point', 'coordinates': [-122.461, 37.735]}",69,69,10,8,41
Posted 15 Day,2018-08-06T00:00:00.000,232320,8,1027,Douglass St  :  Clipper St  -  26th St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Myoporum laetum,Myoporum,{'url': 'http://bsm.sfdpw.org/treephotos/232320/mobilePic1533588791989.jpg'},6001339.44236,2100715.16002,37.748248306664095,-122.43820596521745,"{'type': 'Point', 'coordinates': [-122.438, 37.7482]}",84,84,3,5,22
Posted 24hr,2023-08-30T00:00:00.000,125627,2,3223,Gough St  :  Francisco St  -  Bay St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Arbutus 'Marina',Hybrid Strawberry Tree,{'url': 'http://bsm.sfdpw.org/treephotos/125627/mobilePic1693433750365.jpg'},6004580.53995,2120638.13421,37.80325889681091,-122.42830528993333,"{'type': 'Point', 'coordinates': [-122.428, 37.8033]}",17,17,4,6,13
Posted 15 Day,2018-07-25T00:00:00.000,203797,7,459,Pacheco St  :  08th Ave  -  09th Ave,DPW Maintained,Private,1,"Sidewalk, Curb side",Yard,Tree,Acacia melanoxylon,Blackwood Acacia,{'url': 'http://bsm.sfdpw.org/treephotos/203797/mobilePic1532541289065.jpg'},5993806.73069,2101751.79114,37.75095862690112,-122.4647440560061,"{'type': 'Point', 'coordinates': [-122.465, 37.751]}",45,45,10,8,41
